id,text,language,source
1374,Ọkùnrin náà wà ní àgbègbè wa ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1375,Manajan yana bitar shirin kasuwanci.,Hausa,AI-generated synthetic data
1376,Kedu ka m ga-esi gaa ebe ahụ?,Igbo,AI-generated synthetic data
1377,What time does the bus leave?,English,AI-generated synthetic data
1378,Mo wà nílé,Yoruba,AI-generated synthetic data
1379,"At home, they are waiting for the bus.",English,AI-generated synthetic data
1380,"Yesterday, the report contains the results of the experiment.",English,AI-generated synthetic data
1381,Ọmọ náà dé sí mọ́sáláṣí ọ̀la.,Yoruba,AI-generated synthetic data
1382,Nwa ahụ na-arụ ọrụ n'ụlọ akwụkwọ echi.,Igbo,AI-generated synthetic data
1383,Ọ̀rẹ́ mi ń ṣiṣẹ́ ní mọ́sáláṣí ọ̀la.,Yoruba,AI-generated synthetic data
1384,The nurse is preparing the training materials.,English,AI-generated synthetic data
1385,Onye agbata obi anyị mere igwefoto taa.,Igbo,AI-generated synthetic data
1386,Mo ní ọ̀gẹ̀dẹ̀ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1387,O wà ní ilé ìtajà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1388,Olùkọ́ náà ra ìwé ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1389,Dọkịta ahụ bịara n'ụlọ ekpere n'izu a.,Igbo,AI-generated synthetic data
1390,Wọ́n wà ní ọ́fíìsì ní òru.,Yoruba,AI-generated synthetic data
1391,Onye nkụzi ahụ mere ji n'ụtụtụ.,Igbo,AI-generated synthetic data
1392,Onye agbata obi anyị na-arụ ọrụ n'ọgbọ egwuregwu n'izu a.,Igbo,AI-generated synthetic data
1393,Ó ń kọ́ ẹ̀kọ́ ní ọgbà ní òru.,Yoruba,AI-generated synthetic data
1394,"Da yamma, rumbun bayanai yana dauke da bayanai daga wurare da dama.",Hausa,AI-generated synthetic data
1395,Ọ̀rẹ́ mi wà ní ilé ìwòsàn ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1396,Nwoke ahụ jiri akwụkwọ echi.,Igbo,AI-generated synthetic data
1397,Injiniyan yana duba sabon aiki.,Hausa,AI-generated synthetic data
1398,Onye agbata obi anyị bịara n'ọgbọ egwuregwu n'ụtụtụ.,Igbo,AI-generated synthetic data
1399,Ma'aikaciyar jinya yana gina jerin kaya.,Hausa,AI-generated synthetic data
1400,The developer is building the network connection.,English,AI-generated synthetic data
1401,Manomin yana duba jerin kaya.,Hausa,AI-generated synthetic data
1402,Ọkùnrin náà rí ẹ̀fọ́ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1403,Nwa ahụ nọ n'ụlọ akwụkwọ n'oge.,Igbo,AI-generated synthetic data
1404,M bịara n'ụlọ ọgwụ n'abalị.,Igbo,AI-generated synthetic data
1405,"Gobe, ta yaya za mu inganta tsarin?",Hausa,AI-generated synthetic data
1406,Ị zụtara unere n'ụtụtụ.,Igbo,AI-generated synthetic data
1407,Dọkịta ahụ jiri akwụkwọ nri taa.,Igbo,AI-generated synthetic data
1408,I will call you when I arrive.,English,AI-generated synthetic data
1409,A teacher is studying a new project.,English,AI-generated synthetic data
1410,Ọ na-arụ ọrụ n'ọgbọ egwuregwu n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1411,Our community is studying the computer.,English,AI-generated synthetic data
1412,The nurse is building the report.,English,AI-generated synthetic data
1413,Ụmụaka ahụ nọ n'ahịa ụnyaahụ.,Igbo,AI-generated synthetic data
1414,Tawagar mu yana duba jadawalin makaranta.,Hausa,AI-generated synthetic data
1415,O ń rìn ní ilé ọ̀rẹ́ mi ní ọ̀sán.,Yoruba,AI-generated synthetic data
1416,Akẹ́kọ̀ọ́ náà ń kọ́ ẹ̀kọ́ ní àgbègbè wa ní ọ̀sán.,Yoruba,AI-generated synthetic data
1417,Nwoke ahụ nọ n'ụlọ akwụkwọ echi.,Igbo,AI-generated synthetic data
1418,The manager is studying the network connection.,English,AI-generated synthetic data
1419,Al'ummar yana karatu hanyar sadarwa.,Hausa,AI-generated synthetic data
1420,Tawagar mu yana tattauna jadawalin isar da kaya.,Hausa,AI-generated synthetic data
1421,Nwanyị ahụ mere uwe n'oge.,Igbo,AI-generated synthetic data
1422,"Today, the weather is pleasant today.",English,AI-generated synthetic data
1423,Ọkùnrin náà rí ẹja ní òru.,Yoruba,AI-generated synthetic data
1424,Dókítà náà lọ sí ilé ọ̀rẹ́ mi ní òru.,Yoruba,AI-generated synthetic data
1425,Malamin yana koyon shirin kasuwanci.,Hausa,AI-generated synthetic data
1426,"Da rana, manomi ya shuka masara kafin lokacin damina ya fara.",Hausa,AI-generated synthetic data
1427,Dan uwana yana koyon hanyar sadarwa.,Hausa,AI-generated synthetic data
1428,Nne nwere kọmputa na ngwụcha izu.,Igbo,AI-generated synthetic data
1429,Awa ń kọ́ ẹ̀kọ́ ní ọgbà ẹ̀kọ́ ní òru.,Yoruba,AI-generated synthetic data
1430,The nurse is checking the report.,English,AI-generated synthetic data
1431,The nurse is checking the business plan.,English,AI-generated synthetic data
1432,Enyi m hụrụ anụ na ngwụcha izu.,Igbo,AI-generated synthetic data
1433,Nwoke ahụ zụtara akpa echi.,Igbo,AI-generated synthetic data
1434,My brother is organizing the network connection.,English,AI-generated synthetic data
1435,Manajan yana bitar kayan horo.,Hausa,AI-generated synthetic data
1436,Ma'aikaciyar jinya yana tsara jadawalin makaranta.,Hausa,AI-generated synthetic data
1437,Ma'aikaciyar jinya yana duba samfurin koyon na'ura.,Hausa,AI-generated synthetic data
1438,The engineer is discussing the machine learning model.,English,AI-generated synthetic data
1439,Ọ̀rẹ́ mi ń rìn ní mọ́sáláṣí ní alẹ́.,Yoruba,AI-generated synthetic data
1440,Manomin yana tattauna jadawalin isar da kaya.,Hausa,AI-generated synthetic data
1441,Unu na-aga n'ụlọ ahịa n'ehihie.,Igbo,AI-generated synthetic data
1442,Ẹyin fẹ́ aṣọ ní ọ̀sán.,Yoruba,AI-generated synthetic data
1443,Baba ra ìrẹsì lónìí.,Yoruba,AI-generated synthetic data
1444,Tawagar mu yana gyara bayanan taro.,Hausa,AI-generated synthetic data
1445,Ị na-arụ ọrụ n'ụlọ ọgwụ n'abalị.,Igbo,AI-generated synthetic data
1446,Dókítà náà dé sí ọ́fíìsì ní kutukutu.,Yoruba,AI-generated synthetic data
1447,Nna zụtara osikapa taa.,Igbo,AI-generated synthetic data
1448,Ọ̀rẹ́ mi lo kọ̀ǹpútà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1449,The engineer is repairing a research proposal.,English,AI-generated synthetic data
1450,"Yesterday, the engineer inspected the equipment before starting work.",English,AI-generated synthetic data
1451,Wọ́n ní ẹ̀wà ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1452,Ó dé sí àgbègbè wa ní kutukutu.,Yoruba,AI-generated synthetic data
1453,"A wurin aiki, wutar lantarki ta dauke da yamma.",Hausa,AI-generated synthetic data
1454,"Tomorrow, the weather is pleasant today.",English,AI-generated synthetic data
1455,Ọ̀rẹ́ mi fẹ́ ẹran ọ̀la.,Yoruba,AI-generated synthetic data
1456,Enyi m na-eje ije n'ụlọ akwụkwọ n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1457,Dọkịta ahụ nwere akwụkwọ taa.,Igbo,AI-generated synthetic data
1458,The doctor is planning the report.,English,AI-generated synthetic data
1459,M nwere igodo taa.,Igbo,AI-generated synthetic data
1460,The farmer is discussing the machine learning model.,English,AI-generated synthetic data
1461,Nwanne nwoke m nọ n'chọọchị n'ehihie.,Igbo,AI-generated synthetic data
1462,The engineer is learning the delivery schedule.,English,AI-generated synthetic data
1463,"Yayin taro, za mu iya duba rahoton yau?",Hausa,AI-generated synthetic data
1464,Baba lo àga lónìí.,Yoruba,AI-generated synthetic data
1465,Manomin yana bitar manhajar waya.,Hausa,AI-generated synthetic data
1466,Akẹ́kọ̀ọ́ náà mú àkàrà ní ọ̀sán.,Yoruba,AI-generated synthetic data
1467,Arábìnrin mi fẹ́ ìwé ní alẹ́.,Yoruba,AI-generated synthetic data
1468,Àwọn ará wa lọ sí ilé ìwòsàn ní alẹ́.,Yoruba,AI-generated synthetic data
1469,The student is planning the business plan.,English,AI-generated synthetic data
1470,Nwoke ahụ na-aga n'ahịa n'oge.,Igbo,AI-generated synthetic data
1471,Olùkọ́ náà ṣe àkàrà ọ̀la.,Yoruba,AI-generated synthetic data
1472,Ó rí àpò ní ọ̀sán.,Yoruba,AI-generated synthetic data
1473,Ọkùnrin náà lọ sí ilé ẹ̀kọ́ ní alẹ́.,Yoruba,AI-generated synthetic data
1474,"In the afternoon, when should I submit the application?",English,AI-generated synthetic data
1475,Kowa ya kamata ya bi umarnin tsaro.,Hausa,AI-generated synthetic data
1476,Tawagar mu yana tattauna takardar bincike.,Hausa,AI-generated synthetic data
1477,Nne hụrụ nri ụnyaahụ.,Igbo,AI-generated synthetic data
1478,Wọ́n mú ọ̀gẹ̀dẹ̀ àná.,Yoruba,AI-generated synthetic data
1479,A researcher is planning a research proposal.,English,AI-generated synthetic data
1480,The developer is organizing the farm equipment.,English,AI-generated synthetic data
1481,Wọ́n ń ṣiṣẹ́ ní ilé ìtajà lónìí.,Yoruba,AI-generated synthetic data
1482,"In the morning, he called his mother after work.",English,AI-generated synthetic data
1483,Nwanne m jiri anụ na ngwụcha izu.,Igbo,AI-generated synthetic data
1484,Abokina yana tsara rahoton.,Hausa,AI-generated synthetic data
1485,Mo dé sí ilé ìwé ọ̀la.,Yoruba,AI-generated synthetic data
1486,Enyi m zụtara osikapa n'abalị.,Igbo,AI-generated synthetic data
1487,"Jiya, wutar lantarki ta dauke da yamma.",Hausa,AI-generated synthetic data
1488,"Yesterday, can we review the report today?",English,AI-generated synthetic data
1489,Arábìnrin mi ní àkàrà ní alẹ́.,Yoruba,AI-generated synthetic data
1490,Likitan yana tsara sabon aiki.,Hausa,AI-generated synthetic data
1491,The farmer is building the inventory list.,English,AI-generated synthetic data
1492,"A gida, don Allah ka ajiye kayan aikin a wuri mai aminci.",Hausa,AI-generated synthetic data
1493,"In the morning, the manager asked everyone to attend the briefing.",English,AI-generated synthetic data
1494,A teacher is checking a new project.,English,AI-generated synthetic data
1495,The farmer is studying a new project.,English,AI-generated synthetic data
1496,Ha nwere kọmputa n'abalị.,Igbo,AI-generated synthetic data
1497,Ma'aikaciyar jinya yana gyara bayanan taro.,Hausa,AI-generated synthetic data
1498,Nne nọ n'ọbá akwụkwọ n'abalị.,Igbo,AI-generated synthetic data
1499,Awa ra aṣọ ní ọ̀sán.,Yoruba,AI-generated synthetic data
1500,Manajan yana koyon kwamfutar.,Hausa,AI-generated synthetic data
1501,Akẹ́kọ̀ọ́ náà fẹ́ ẹja ní ọ̀sán.,Yoruba,AI-generated synthetic data
1502,The manager is repairing the farm equipment.,English,AI-generated synthetic data
1503,"Da safe, allon bayanai yana nuna sabbin alkaluman kaya.",Hausa,AI-generated synthetic data
1504,Ó ń rìn ní ilé ìtajà ní kutukutu.,Yoruba,AI-generated synthetic data
1505,Wọ́n ń rìn ní mọ́sáláṣí àná.,Yoruba,AI-generated synthetic data
1506,Àwọn ọmọ ń rìn ní ilé ìwé ní ọ̀sán.,Yoruba,AI-generated synthetic data
1507,The developer is discussing a mobile application.,English,AI-generated synthetic data
1508,"A gida, mai shago ya bude shagon da wuri.",Hausa,AI-generated synthetic data
1509,Àwọn ará wa fẹ́ ọ̀gẹ̀dẹ̀ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1510,Tawagar mu yana koyon samfurin koyon na'ura.,Hausa,AI-generated synthetic data
1511,Enyi m wetara mmiri ụnyaahụ.,Igbo,AI-generated synthetic data
1512,Ha wetara ọka n'izu a.,Igbo,AI-generated synthetic data
1513,Ọ̀rẹ́ mi lo ẹran ní kutukutu.,Yoruba,AI-generated synthetic data
1514,Àwọn ará wa ṣe ìwé ọ̀la.,Yoruba,AI-generated synthetic data
1515,Akẹ́kọ̀ọ́ náà ń ṣiṣẹ́ ní ilé ìwé ní òru.,Yoruba,AI-generated synthetic data
1516,Nwa akwụkwọ ahụ jiri ji n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1517,Dan uwana yana karatu manhajar waya.,Hausa,AI-generated synthetic data
1518,Dọkịta ahụ jiri akwụkwọ n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1519,Gịnị ka ị chọrọ iri?,Igbo,AI-generated synthetic data
1520,The farmer is learning the training materials.,English,AI-generated synthetic data
1521,Fasinjoji sun jira cikin hakuri a tashar mota.,Hausa,AI-generated synthetic data
1522,"Yesterday, when should I submit the application?",English,AI-generated synthetic data
1523,Al'ummar yana bitar kayan horo.,Hausa,AI-generated synthetic data
1524,"Yesterday, the farmer planted maize before the rainy season began.",English,AI-generated synthetic data
1525,Mai shirye-shiryen yana karatu kayan aikin gona.,Hausa,AI-generated synthetic data
1526,"Da safe, algorithm din ya yi aiki sosai bayan an tsaftace bayanan.",Hausa,AI-generated synthetic data
1527,Nwanne m hụrụ anụ taa.,Igbo,AI-generated synthetic data
1528,Mama fẹ́ ẹran ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1529,Tawagar mu yana tsara manhajar waya.,Hausa,AI-generated synthetic data
1530,The doctor is learning the farm equipment.,English,AI-generated synthetic data
1531,"A wurin aiki, al'umma ta shirya aikin tsaftace muhalli ranar Asabar.",Hausa,AI-generated synthetic data
1532,Ruwan sama ya fara bayan mun tafi.,Hausa,AI-generated synthetic data
1533,Abokina yana karatu rahoton.,Hausa,AI-generated synthetic data
1534,Ọ̀rẹ́ mi ra kámẹ́rà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1535,Nwanne nwoke m hụrụ igwefoto na ngwụcha izu.,Igbo,AI-generated synthetic data
1536,Mai binciken yana gina kayan horo.,Hausa,AI-generated synthetic data
1537,"Da yamma, za ka iya taimaka min da wannan matsalar?",Hausa,AI-generated synthetic data
1538,Ị na-arụ ọrụ n'ụlọ ekpere n'ụtụtụ.,Igbo,AI-generated synthetic data
1539,Nwanne nwoke m na-amụ ihe n'ụlọ taa.,Igbo,AI-generated synthetic data
1540,Àwọn ọmọ ń kọ́ ẹ̀kọ́ ní ọjà ọ̀la.,Yoruba,AI-generated synthetic data
1541,Ha na-aga n'okporo ụzọ ụnyaahụ.,Igbo,AI-generated synthetic data
1542,Nwa akwụkwọ ahụ nwere akwụkwọ n'izu a.,Igbo,AI-generated synthetic data
1543,The student is preparing the meeting notes.,English,AI-generated synthetic data
1544,Mo ń kọ́ ẹ̀kọ́ ní ilé ọ̀rẹ́ mi ní ọ̀sán.,Yoruba,AI-generated synthetic data
1545,Ọkùnrin náà mú kámẹ́rà àná.,Yoruba,AI-generated synthetic data
1546,Mo lo kọ́kọ́rọ́ ní kutukutu.,Yoruba,AI-generated synthetic data
1547,Wọ́n wà ní mọ́sáláṣí ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1548,Mai binciken yana bitar sabon aiki.,Hausa,AI-generated synthetic data
1549,Mai shirye-shiryen yana bitar hanyar sadarwa.,Hausa,AI-generated synthetic data
1550,Likitan yana karatu rahoton.,Hausa,AI-generated synthetic data
1551,Manajan yana duba kwamfutar.,Hausa,AI-generated synthetic data
1552,Mai shirye-shiryen yana shirya hanyar sadarwa.,Hausa,AI-generated synthetic data
1553,The doctor is discussing a new project.,English,AI-generated synthetic data
1554,Ọkùnrin náà ṣe aṣọ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1555,Nne na-aga n'ụlọ na ngwụcha izu.,Igbo,AI-generated synthetic data
1556,Awa fẹ́ aṣọ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1557,The manager is repairing the computer.,English,AI-generated synthetic data
1558,Nna wetara oche n'izu a.,Igbo,AI-generated synthetic data
1559,Àwọn ọmọ ṣe oúnjẹ àná.,Yoruba,AI-generated synthetic data
1560,Ị na-amụ ihe n'ọbá akwụkwọ n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1561,M na-aga n'ụlọ akwụkwọ ụnyaahụ.,Igbo,AI-generated synthetic data
1562,Akẹ́kọ̀ọ́ náà dé sí mọ́sáláṣí ní ọ̀sán.,Yoruba,AI-generated synthetic data
1563,Olùkọ́ náà mú ẹran lónìí.,Yoruba,AI-generated synthetic data
1564,Manajan yana shirya manhajar waya.,Hausa,AI-generated synthetic data
1565,A researcher is preparing the school timetable.,English,AI-generated synthetic data
1566,Ụmụaka ahụ bịara n'ọfịs echi.,Igbo,AI-generated synthetic data
1567,M na-arụ ọrụ n'ọfịs echi.,Igbo,AI-generated synthetic data
1568,Abokina yana tsara takardar bincike.,Hausa,AI-generated synthetic data
1569,"Da yamma, taron ya dauki lokaci fiye da yadda aka zata.",Hausa,AI-generated synthetic data
1570,O ra àkàrà ní alẹ́.,Yoruba,AI-generated synthetic data
1571,Onye nkụzi ahụ chọrọ akwụkwọ nri echi.,Igbo,AI-generated synthetic data
1572,Which road leads to the market?,English,AI-generated synthetic data
1573,Direban yana shirya samfurin koyon na'ura.,Hausa,AI-generated synthetic data
1574,Malamin yana duba shirin kasuwanci.,Hausa,AI-generated synthetic data
1575,Enyi m hụrụ mmiri n'abalị.,Igbo,AI-generated synthetic data
1576,Nna jiri kọmputa n'ụtụtụ.,Igbo,AI-generated synthetic data
1577,"In the morning, good morning, I hope you are doing well.",English,AI-generated synthetic data
1578,Ọ chọrọ agwa n'oge.,Igbo,AI-generated synthetic data
1579,Manomin yana koyon jerin kaya.,Hausa,AI-generated synthetic data
